coint_pvalue_gate,entry,exit_ratio,fold_0_fees_slippage,fold_0_max_dd_pct,fold_0_max_dd_usd,fold_0_pnl,fold_0_round_trips,fold_0_sharpe,fold_0_trades,fold_0_turnover,fold_0_win_rate,fold_1_fees_slippage,fold_1_max_dd_pct,fold_1_max_dd_usd,fold_1_pnl,fold_1_round_trips,fold_1_sharpe,fold_1_trades,fold_1_turnover,fold_1_win_rate,fold_2_fees_slippage,fold_2_max_dd_pct,fold_2_max_dd_usd,fold_2_pnl,fold_2_round_trips,fold_2_sharpe,fold_2_trades,fold_2_turnover,fold_2_win_rate,fold_3_fees_slippage,fold_3_max_dd_pct,fold_3_max_dd_usd,fold_3_pnl,fold_3_round_trips,fold_3_sharpe,fold_3_trades,fold_3_turnover,fold_3_win_rate,fold_4_fees_slippage,fold_4_max_dd_pct,fold_4_max_dd_usd,fold_4_pnl,fold_4_round_trips,fold_4_sharpe,fold_4_trades,fold_4_turnover,fold_4_win_rate,half_life_max_bars,half_life_min_bars,in_sample_pnl,in_sample_sharpe,kalman_delta,kalman_obs_var,max_holding_half_lives,median_oos_sharpe,min_edge_cost_multiple,min_oos_sharpe,ofi_threshold,stop_ratio,trial_id
0.0791041182,1.7893195941,0.4492534350,3518.2404290771,12.0946029956,120946.0299560546,-69633.1600000000,9,-0.4994360400,36,17.7092965711,0.5555555556,253.1499865723,-0.0000000000,-0.0000000000,34659.1800000000,1,0.9909954405,4,1.8955132281,1.0000000000,329.0298681641,0.1872990015,1872.9900146484,60636.2100000000,2,0.9614689810,8,3.9773252331,1.0000000000,607.4400439453,1.8080500031,18080.5000305176,196899.9800000000,4,1.5851472680,16,8.1043019616,0.7500000000,202.5298852539,9.2884012451,92884.0124511719,27655.0400000000,2,0.2121797943,8,3.8020599403,0.5000000000,24.4008878633,0.7070214397,268208.7499999999,0.4381528152,0.0000375681,0.0000079989,2.5594992230,0.9614689810,1.2801634312,-0.4994360400,,1.8484672129,33
0.1869461159,2.8900492966,0.5112313995,455.6299884033,0.8533970000,8533.9700000000,-8533.9700000000,1,-0.8519176595,4,1.9996046425,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,126.5499816895,3.0819850000,30819.8500000000,-30819.8500000000,1,-0.9933840471,4,2.0629420632,0.0000000000,101.2399218750,2.9865320068,29865.3200683594,19983.6800000000,1,0.5150279229,4,2.0703000493,1.0000000000,50.3200994207,1.6669587996,-19370.1400000000,-0.1555858743,0.0001943339,0.0000003674,3.0420589767,0.0000000000,2.5108312093,-0.9933840471,0.5530171836,1.7438545871,34
0.0984381205,2.6456142662,0.4489345650,455.6299768066,1.8057060000,18057.0600000001,-18057.0600000000,1,-1.0991514392,4,2.0045397681,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,126.5500366211,6.6372450000,66372.4500000000,-66372.4500000000,1,-1.2651230668,4,2.0813879458,0.0000000000,202.5298754883,2.9865320068,29865.3200683594,30124.2800000000,2,0.5384290146,8,3.8816206352,1.0000000000,16.1192451687,1.4918797179,-54305.2300000000,-0.2816595754,0.0000002222,0.0000005052,3.8137153259,0.0000000000,0.2843300351,-1.2651230668,,1.7685940314,35
0.1667372339,2.9814894365,0.4984165593,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,101.2399218750,2.9865320068,29865.3200683594,19983.6800000000,1,0.5150279229,4,2.0703000493,1.0000000000,44.4082279011,2.8960233379,19983.6800000000,0.2097735824,0.0000004926,0.0000022157,3.9415239255,0.0000000000,1.7236699473,0.0000000000,0.6696376254,1.8970426926,36
0.0664741829,2.7769797738,0.2138187278,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,202.4800683594,11.3355320098,113355.3200976563,-96856.1600000000,1,-1.2282501039,4,1.9221151692,0.0000000000,126.5499572754,8.6437824982,86437.8249816895,-83574.2500000000,1,-1.3924192079,4,2.0903130924,0.0000000000,101.2399121094,2.9865320068,29865.3200683594,11855.9200000000,1,0.2893979294,4,2.0661023399,1.0000000000,14.3543175888,2.4438603097,-168574.4900000000,-0.6396234076,0.0000129757,0.0000000805,2.7315938470,0.0000000000,1.6076967887,-1.3924192079,0.6083892789,2.4472372759,37
0.1542953159,2.2498819233,0.3685208614,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,253.0999145508,10.0958500000,100958.5000000000,-100958.5000000000,2,-1.6467084087,8,3.9873229355,0.0000000000,202.5300683594,9.2884012451,92884.0124511719,2810.0400000000,2,0.0222219749,8,3.8673980242,0.5000000000,33.6013891463,2.3322151921,-98148.4600000000,-0.2843435953,0.0000596950,0.0000021974,2.3886034274,0.0000000000,0.8603065963,-1.6467084087,,2.1209338237,38
0.1567430868,2.3914227056,0.5831024500,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,126.5499816895,3.0819850000,30819.8500000000,-30819.8500000000,1,-0.9933840471,4,2.0629420632,0.0000000000,202.5298852539,2.9865320068,29865.3200683594,38252.0400000000,2,0.7035332865,8,3.8858183446,1.0000000000,31.7586238317,2.6029383789,7432.1900000000,0.0483194837,0.0000483730,0.0000013331,2.4278346103,0.0000000000,0.7748232002,-0.9933840471,,1.7932237695,39
0.0797336046,2.6882219365,0.2212929100,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,101.2399902344,2.9865320068,29865.3200683594,-2684.0000000000,1,-0.0778287465,4,2.0585371239,0.0000000000,26.3220816576,2.8414152087,-2684.0000000000,-0.0317136830,0.0000200858,0.0000017933,1.4943479562,0.0000000000,2.6307986800,-0.0778287465,0.0386124760,2.5166981671,40
0.0601135581,2.2725673072,0.3640155040,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,202.5301367188,9.2884012451,92884.0124511719,-19857.6400000000,2,-0.1586274368,8,3.8556350989,0.0000000000,49.8530723662,1.7649315852,-19857.6400000000,-0.0646355115,0.0000005839,0.0000000296,1.6512015432,0.0000000000,0.2253980846,-0.1586274368,0.1534537185,2.6832677335,41
0.1337418422,2.5465291961,0.2390013307,455.6299768066,1.8057060000,18057.0600000001,-18057.0600000000,1,-1.0991514392,4,2.0045397681,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,202.4800683594,11.3355320098,113355.3200976563,-96856.1600000000,1,-1.2282501039,4,1.9221151692,0.0000000000,303.7700659180,8.3523460010,83523.4600097657,-83388.3900000000,2,-1.0588189910,8,3.9312694630,0.0000000000,202.5300585937,9.2884012451,92884.0124511719,-5317.7200000000,2,-0.0418288960,8,3.8632003148,0.5000000000,36.7299203714,1.4024285646,-223210.8300000000,-0.5306705315,0.0000015007,0.0000001284,2.5834602343,-1.0588189910,1.0660475435,-1.2282501039,0.5406139536,2.7318399091,42
0.1142036779,1.7745898301,0.3551416699,455.5801867676,1.0025009956,10025.0099560547,14554.0800000000,1,0.3393127610,4,2.0051087769,1.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,531.5100915527,9.1663399994,91663.3999938965,77144.2400000000,4,0.6190750172,16,8.1157155280,0.5000000000,303.7697680664,9.2884012451,92884.0124511719,54268.6800000000,3,0.3925005441,12,5.8758010780,0.6666666667,38.6787956451,1.8643721975,136851.5100000000,0.2910622998,0.0000022977,0.0000001632,2.8323953168,0.3393127610,1.1485140267,0.0000000000,0.7886157082,2.4358541729,43
0.1405804487,2.6860294292,0.5251369522,1620.0402923584,1.1967975052,11967.9750518799,17839.9000000000,4,0.4614450063,16,7.9295820639,0.5000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,126.5499816895,3.0819850000,30819.8500000000,-30819.8500000000,1,-0.9933840471,4,2.0629420632,0.0000000000,101.2399902344,2.9865320068,29865.3200683594,-2684.0000000000,1,-0.0778287465,4,2.0585371239,0.0000000000,31.5654627389,0.5302535392,-12687.6400000000,-0.0350128809,0.0005845540,0.0000001115,1.5481367730,0.0000000000,2.9148937629,-0.9933840471,0.7685319087,1.6219855370,44
0.1361616153,2.0303207338,0.3914093794,455.6299768066,1.8057060000,18057.0600000001,-18057.0600000000,1,-1.0991514392,4,2.0045397681,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,253.1000793457,7.4136475012,74136.4750122071,25279.9500000000,2,0.2545557859,8,4.1418806674,0.5000000000,303.7698925781,9.2884012451,92884.0124511719,20139.1200000000,3,0.1566279280,12,5.8866315723,0.6666666667,47.5455925570,1.5992486249,16563.5800000000,0.0411683889,0.0000009868,0.0000545939,2.5028138710,0.0000000000,0.5500687293,-1.0991514392,,2.7490767741,45
0.0889323359,1.2860041685,0.2603347346,860.5899719238,1.4565239868,14565.2398681641,26987.8500000000,2,0.5711433576,8,3.9837217470,1.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,202.5299340820,0.7821511272,7821.5112719727,24378.3400000000,1,0.5284301514,4,1.8624857157,0.0000000000,1012.4999511719,6.0660934968,60660.9349682617,207415.2000000000,7,1.2590246996,28,13.3283477864,0.5714285714,354.4898925781,2.4908944846,24908.9448461913,61402.6500000000,4,0.7515487631,16,7.0640325388,1.0000000000,44.4482516613,1.3103659395,320184.0400000000,0.6667470969,0.0001118893,0.0000028617,2.4535438993,0.5711433576,2.9985040568,0.0000000000,0.6645051530,1.5206067879,46
0.0721208682,1.3045899257,0.2593589786,455.5800549316,1.4565239868,14565.2398681641,16519.3200000000,1,0.3603870232,4,2.0040786959,1.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,809.9697485352,6.0660934968,60660.9349682617,171617.9600000000,6,1.0966287154,24,11.4293586670,0.6666666667,202.5297851563,1.9525894878,19525.8948779297,58228.5000000000,2,0.8734057023,8,3.8355868275,1.0000000000,52.7637134929,2.4498619275,246365.7800000000,0.5690400205,0.0000111840,0.0000000600,1.9480149573,0.3603870232,1.5241925903,0.0000000000,0.5779025391,1.7989558637,47
