path,sharpe,pnl,max_dd_pct,null_sharpe
0,0.284635434085788,201834.86042419437,15.356135720764168,0.38190277144540813
1,0.4642828810972812,308248.7814208985,14.283775731933607,0.5678653647430558
2,0.4854095729421058,269091.4985437012,13.277322747680673,-0.5514129414864193
3,0.664725710318628,431244.0022668457,9.710343597412109,-0.20062136709241002
4,0.5074242598542984,310382.71068481443,8.445782513183588,0.07640016269328521
5,1.0465300039670375,402309.8951037598,2.005321502563474,0.2166277141255868
6,0.3343589616789137,160362.76861877445,9.329992508544912,-0.2726877869770083
7,0.5168080767574663,274615.6749847412,9.288401245117187,-0.07656087783693835
8,0.6942290147222052,326468.43504882813,8.509161515624996,0.3078739659325135
9,0.06892819847781982,49749.83246704104,16.383983626098626,0.28135626925347
10,0.697751937669301,299014.22013427736,4.980237999999989,-0.33525479281961634
11,0.3126014541277438,181020.31855834965,17.813987487792968,-0.0522719205123545
12,-0.07954410387508387,-48339.9247894287,19.76941774511718,0.3141688432010374
13,0.11889982026365116,69600.26859863284,9.751668015747063,0.04820228082983675
14,0.12821234724155953,55839.44506958009,12.658464508789066,0.43690175993829594
15,0.15647464299656347,83511.97996704103,9.288401245117187,0.23020483625202817
16,0.2545229323454452,145562.23100219725,15.884119899169939,-0.016408296161826173
17,0.2603554647301794,178260.17719055177,19.755113250305165,-0.25693241599979794
18,0.39893401381540594,231420.71763244632,12.904478513183607,0.4869538527246427
19,0.20400610427015578,99498.726204834,9.288401245117187,-0.024162516624837038
20,0.6246362349670513,417260.75051513675,9.288401245117187,-0.3088085918689349
21,0.7202437283547398,335094.82127807615,7.74634651318359,-0.34743046021060053
22,0.21320008199794427,87344.49873168947,9.288401245117187,0.04868051607367612
23,0.8609906074022095,495089.45494262694,11.293722747680661,-0.16194431212816857
24,0.6695357099153549,378246.43590393075,9.288401245117187,0.11054615316612251
25,0.3158645959466212,181877.96846923832,12.857718602050772,-0.09246816976293483
26,0.4455252577411995,186057.24002197268,9.751668015747075,0.002203446762175591
27,-0.07202966875413251,-51149.78538940429,13.584803528930667,0.12821154303305676
28,0.5078587806511502,219373.406484375,9.288401245117187,0.08655567585364374
29,0.5036796005865526,226512.4874401856,9.288401245117187,0.11227808095156254
30,0.5545814774327389,166204.7562548828,5.977034372802731,0.774620353229682
31,0.386764799138375,133849.72391601562,4.516905002929666,0.08510533680188292
32,0.05312148198394677,16520.35006225588,7.8288620029296725,0.4870471200789403
33,0.4842355181687267,306044.22764221195,9.979412511047371,-0.27675213263922693
34,0.21034263245374887,175062.3332751466,9.288401245117187,0.24556271020296502
35,0.11065963039184233,73612.7467907715,9.2884012451172,-0.33587590817647844
36,0.07743868647219121,45402.82985839845,14.337071242675778,0.590667419758344
37,0.5130932665020451,235088.98584899906,9.691217516967795,0.20691918782745367
38,0.17507739355372987,93291.30420166017,11.786107523071289,0.23878321586919632
39,0.3855474083127167,215911.03012817385,13.436122008300794,-0.10201457719992114
40,0.35817651670171735,267285.0,12.185443513183598,0.22892305732307305
41,0.6931312096151037,268164.4450598145,6.985559502563486,0.03838117999713795
42,0.6613812261270318,272944.5284222412,8.08619412603759,-0.14684539322799467
43,0.6831803412522041,336216.73501953133,9.288401245117187,-0.5163877430499945
44,0.649464665156375,398897.6813989258,9.751668015747075,-0.45008193234700994
45,1.0957216536475387,702730.2286199952,9.838973505188001,0.6992996301525315
46,1.0904801838415703,590248.0998669434,9.960476000000002,-0.02319684714666486
47,0.41983017534603323,147464.1812121582,4.9802380000000115,-0.22178589908863833
48,0.8178133900615436,559086.387796631,9.2884012451172,-0.12214177408859601
49,0.2960917970600925,189714.37668457034,9.288401245117187,-0.18257206379087204
50,0.37900031985252314,228478.5292309571,13.194451981689467,0.22193074035709492
51,0.47234131805916446,263708.31529479986,9.288401245117187,-0.14525471173152077
52,0.24586402433521226,155896.83520507812,11.069551231811522,0.16719650506735104
53,0.7659761393605179,340885.7950408936,9.288401245117187,0.041765529131564796
54,0.28444903984473213,154924.3690124512,9.597229000000004,0.15280068313285988
55,0.42014500794594073,232809.02501342777,7.74634651318359,0.30275792903988874
56,0.17787026296779496,115714.77009521487,8.847437006225576,-0.27878143796308963
57,0.3063159931954597,143192.30487060553,8.52173000891112,-0.04790215337709902
58,0.10899132342277076,55360.25981140139,12.774445026855474,0.37442106301492134
59,0.7550320508883104,225308.77664428714,2.713629003784177,-0.12303173298702509
60,0.47982133186681625,231178.99751220708,7.9037490058593685,-0.021953895773702065
61,0.3094508395942354,171247.25009399417,10.423032727905293,0.0409682822796566
62,-0.3605514184790565,-221802.0598205566,29.76208599194336,0.4663728404127211
63,0.15262564175042134,53327.35021362304,10.68834252172853,-0.08175964246731135
64,0.2811602898753599,161297.43597656253,12.840714530273434,-0.11390206368972519
65,0.053487757712052504,38916.851085205104,15.515137021728512,0.6256379019460256
66,0.625123566244496,335281.9120996094,9.288401245117187,-0.14498049821451417
67,0.16968275839515048,91564.50504089356,9.107336012023932,0.5124206203062613
68,0.5449676752009137,333309.7460717774,10.547579423767095,0.3638368517612539
69,0.5279811429300998,277571.6274456788,9.288401245117187,-0.08559314117090427
