fees_slippage,fold,max_dd,round_trips,selected_trial,sharpe,test_end,test_start,trades,train_end,train_start,turnover,win_rate
0.0000000000,0,-0.0000000000,0,0,0.0000000000,2026-08-19,2026-08-10,0,2026-08-07,2026-07-20,0.0000000000,0.0000000000
0.0000000000,1,-0.0000000000,0,0,0.0000000000,2026-08-31,2026-08-20,0,2026-08-19,2026-07-20,0.0000000000,0.0000000000
0.0000000000,2,-0.0000000000,0,0,0.0000000000,2026-09-11,2026-09-01,0,2026-08-31,2026-07-20,0.0000000000,0.0000000000
